,sample_name,type,fold
6900,4418,train,0
6901,1169,train,0
6902,2597,train,0
6903,9965,train,0
6904,6322,train,0
6905,9679,train,0
6906,5026,train,0
6907,6883,train,0
6908,461,train,0
6909,7620,train,0
6910,3154,train,0
6911,9320,train,0
6912,5878,train,0
6913,8983,train,0
6914,6076,train,0
6915,6111,train,0
6916,7831,train,0
6917,6452,train,0
6918,2292,train,0
6919,7991,train,0
6920,940,train,0
6921,7599,train,0
6922,4416,train,0
6923,5238,train,0
6924,4022,train,0
6925,862,train,0
6926,7801,train,0
6927,6870,train,0
6928,845,train,0
6929,3509,train,0
6930,535,train,0
6931,9149,train,0
6932,8061,train,0
6933,9808,train,0
6934,8679,train,0
6935,6023,train,0
6936,2841,train,0
6937,5110,train,0
6938,5685,train,0
6939,1893,train,0
6940,8188,train,0
6941,99,train,0
6942,8653,train,0
6943,6990,train,0
6944,9946,train,0
6945,1830,train,0
6946,4523,train,0
6947,6300,train,0
6948,2936,train,0
6949,1700,train,0
6950,563,train,0
6951,9700,train,0
6952,6222,train,0
6953,7881,train,0
6954,3928,train,0
6955,5746,train,0
6956,726,train,0
6957,200,train,0
6958,8898,train,0
6959,9574,train,0
6960,7374,train,0
6961,6355,train,0
6962,6123,train,0
6963,2887,train,0
6964,910,train,0
6965,5250,train,0
6966,6983,train,0
6967,3851,train,0
6968,6637,train,0
6969,9331,train,0
6970,5295,train,0
6971,7981,train,0
6972,4798,train,0
6973,906,train,0
6974,8197,train,0
6975,8098,train,0
6976,1521,train,0
6977,1290,train,0
6978,9413,train,0
6979,2459,train,0
6980,2605,train,0
6981,9047,train,0
6982,6431,train,0
6983,3720,train,0
6984,6287,train,0
6985,3986,train,0
6986,1702,train,0
6987,7214,train,0
6988,4396,train,0
6989,6379,train,0
6990,8076,train,0
6991,8760,train,0
6992,7947,train,0
6993,2193,train,0
6994,2971,train,0
6995,6628,train,0
6996,1531,train,0
6997,5696,train,0
6998,6747,train,0
6999,4809,train,0
7000,30,train,0
7001,7265,train,0
7002,7239,train,0
7003,6545,train,0
7004,4020,train,0
7005,4183,train,0
7006,1421,train,0
7007,5162,train,0
7008,115,train,0
7009,3288,train,0
7010,5215,train,0
7011,2775,train,0
7012,4380,train,0
7013,5537,train,0
7014,5088,train,0
7015,9999,train,0
7016,6131,train,0
7017,3638,train,0
7018,6904,train,0
7019,4273,train,0
7020,649,train,0
7021,4101,train,0
7022,2245,train,0
7023,2980,train,0
7024,1541,train,0
7025,1198,train,0
7026,2648,train,0
7027,1643,train,0
7028,1058,train,0
7029,3417,train,0
7030,3949,train,0
7031,8749,train,0
7032,1963,train,0
7033,7497,train,0
7034,2473,train,0
7035,9640,train,0
7036,9,train,0
7037,6086,train,0
7038,1037,train,0
7039,6064,train,0
7040,1287,train,0
7041,4558,train,0
7042,901,train,0
7043,8677,train,0
7044,861,train,0
7045,4951,train,0
7046,2992,train,0
7047,6803,train,0
7048,1669,train,0
7049,3554,train,0
7050,3597,train,0
7051,3326,train,0
7052,8015,train,0
7053,9405,train,0
7054,1152,train,0
7055,2518,train,0
7056,5806,train,0
7057,388,train,0
7058,54,train,0
7059,1778,train,0
7060,6844,train,0
7061,2645,train,0
7062,4178,train,0
7063,2764,train,0
7064,5063,train,0
7065,6388,train,0
7066,747,train,0
7067,3615,train,0
7068,7554,train,0
7069,9893,train,0
7070,3804,train,0
7071,1307,train,0
7072,9430,train,0
7073,4465,train,0
7074,5329,train,0
7075,475,train,0
7076,4644,train,0
7077,7952,train,0
7078,6323,train,0
7079,6835,train,0
7080,5708,train,0
7081,6058,train,0
7082,4193,train,0
7083,7502,train,0
7084,7708,train,0
7085,7603,train,0
7086,6257,train,0
7087,4939,train,0
7088,998,train,0
7089,8399,train,0
7090,2301,train,0
7091,1637,train,0
7092,4959,train,0
7093,3144,train,0
7094,9136,train,0
7095,3253,train,0
7096,8380,train,0
7097,3938,train,0
7098,8535,train,0
7099,2884,train,0
7100,694,train,0
7101,9453,train,0
7102,8401,train,0
7103,8062,train,0
7104,9420,train,0
7105,2232,train,0
7106,4173,train,0
7107,7285,train,0
7108,380,train,0
7109,4981,train,0
7110,9708,train,0
7111,592,train,0
7112,8528,train,0
7113,455,train,0
7114,7692,train,0
7115,8431,train,0
7116,7251,train,0
7117,421,train,0
7118,4349,train,0
7119,9547,train,0
7120,2683,train,0
7121,3957,train,0
7122,5343,train,0
7123,6782,train,0
7124,5379,train,0
7125,2349,train,0
7126,9353,train,0
7127,7713,train,0
7128,6244,train,0
7129,5183,train,0
7130,4555,train,0
7131,6165,train,0
7132,1991,train,0
7133,1605,train,0
7134,2654,train,0
7135,3041,train,0
7136,2939,train,0
7137,5194,train,0
7138,1801,train,0
7139,7175,train,0
7140,5057,train,0
7141,8100,train,0
7142,5177,train,0
7143,1611,train,0
7144,5555,train,0
7145,3111,train,0
7146,8496,train,0
7147,1887,train,0
7148,9459,train,0
7149,6611,train,0
7150,2975,train,0
7151,7696,train,0
7152,4571,train,0
7153,1512,train,0
7154,5381,train,0
7155,5786,train,0
7156,1692,train,0
7157,8468,train,0
7158,802,train,0
7159,3483,train,0
7160,6552,train,0
7161,4075,train,0
7162,3172,train,0
7163,2881,train,0
7164,6849,train,0
7165,4452,train,0
7166,143,train,0
7167,8123,train,0
7168,9530,train,0
7169,5499,train,0
7170,7445,train,0
7171,4223,train,0
7172,7798,train,0
7173,1994,train,0
7174,3806,train,0
7175,7222,train,0
7176,6391,train,0
7177,6135,train,0
7178,3958,train,0
7179,4531,train,0
7180,370,train,0
7181,3186,train,0
7182,1389,train,0
7183,3962,train,0
7184,2650,train,0
7185,1559,train,0
7186,9422,train,0
7187,541,train,0
7188,9551,train,0
7189,9426,train,0
7190,835,train,0
7191,5744,train,0
7192,5801,train,0
7193,3125,train,0
7194,754,train,0
7195,671,train,0
7196,5005,train,0
7197,3563,train,0
7198,5778,train,0
7199,14,train,0
7200,5420,train,0
7201,15,train,0
7202,3547,train,0
7203,8274,train,0
7204,7954,train,0
7205,7746,train,0
7206,7456,train,0
7207,9181,train,0
7208,3803,train,0
7209,8069,train,0
7210,8628,train,0
7211,6072,train,0
7212,6266,train,0
7213,2678,train,0
7214,1715,train,0
7215,4011,train,0
7216,9329,train,0
7217,8808,train,0
7218,2698,train,0
7219,3470,train,0
7220,2915,train,0
7221,225,train,0
7222,2586,train,0
7223,9686,train,0
7224,4483,train,0
7225,7260,train,0
7226,7658,train,0
7227,5614,train,0
7228,6683,train,0
7229,704,train,0
7230,7441,train,0
7231,8680,train,0
7232,6886,train,0
7233,9400,train,0
7234,485,train,0
7235,5450,train,0
7236,7637,train,0
7237,715,train,0
7238,4327,train,0
7239,7965,train,0
7240,3740,train,0
7241,7432,train,0
7242,2101,train,0
7243,8772,train,0
7244,5371,train,0
7245,3032,train,0
7246,665,train,0
7247,853,train,0
7248,8150,train,0
7249,744,train,0
7250,3195,train,0
7251,5919,train,0
7252,213,train,0
7253,4474,train,0
7254,4059,train,0
7255,472,train,0
7256,31,train,0
7257,308,train,0
7258,1336,train,0
7259,9173,train,0
7260,7510,train,0
7261,3892,train,0
7262,1253,train,0
7263,581,train,0
7264,805,train,0
7265,8063,train,0
7266,2510,train,0
7267,2477,train,0
7268,1209,train,0
7269,7796,train,0
7270,1794,train,0
7271,9658,train,0
7272,8593,train,0
7273,4955,train,0
7274,529,train,0
7275,3284,train,0
7276,4152,train,0
7277,1231,train,0
7278,236,train,0
7279,1138,train,0
7280,1441,train,0
7281,3406,train,0
7282,5101,train,0
7283,5819,train,0
7284,1120,train,0
7285,1870,train,0
7286,3789,train,0
7287,4329,train,0
7288,3390,train,0
7289,4142,train,0
7290,672,train,0
7291,9443,train,0
7292,9703,train,0
7293,9161,train,0
7294,5693,train,0
7295,9834,train,0
7296,7199,train,0
7297,2696,train,0
7298,9963,train,0
7299,1035,train,0
7300,5627,train,0
7301,7046,train,0
7302,5137,train,0
7303,1865,train,0
7304,5539,train,0
7305,7925,train,0
7306,5855,train,0
7307,4166,train,0
7308,2441,train,0
7309,3461,train,0
7310,4998,train,0
7311,2555,train,0
7312,8597,train,0
7313,1633,train,0
7314,9579,train,0
7315,4997,train,0
7316,6962,train,0
7317,4079,train,0
7318,4209,train,0
7319,2102,train,0
7320,3538,train,0
7321,2199,train,0
7322,187,train,0
7323,7343,train,0
7324,10,train,0
7325,8767,train,0
7326,855,train,0
7327,3680,train,0
7328,3976,train,0
7329,5876,train,0
7330,188,train,0
7331,4023,train,0
7332,1031,train,0
7333,7074,train,0
7334,5332,train,0
7335,8913,train,0
7336,3188,train,0
7337,7382,train,0
7338,2520,train,0
7339,5480,train,0
7340,2304,train,0
7341,830,train,0
7342,1147,train,0
7343,2317,train,0
7344,1410,train,0
7345,9032,train,0
7346,6227,train,0
7347,1809,train,0
7348,3951,train,0
7349,3663,train,0
7350,4037,train,0
7351,9118,train,0
7352,1505,train,0
7353,5650,train,0
7354,7329,train,0
7355,1305,train,0
7356,1,train,0
7357,4787,train,0
7358,4222,train,0
7359,1376,train,0
7360,899,train,0
7361,8865,train,0
7362,48,train,0
7363,3647,train,0
7364,2825,train,0
7365,8847,train,0
7366,2440,train,0
7367,1184,train,0
7368,3810,train,0
7369,5991,train,0
7370,9346,train,0
7371,4882,train,0
7372,5473,train,0
7373,7860,train,0
7374,634,train,0
7375,2882,train,0
7376,4961,train,0
7377,5818,train,0
7378,1698,train,0
7379,1930,train,0
7380,2008,train,0
7381,6170,train,0
7382,3761,train,0
7383,5963,train,0
7384,9504,train,0
7385,7212,train,0
7386,3807,train,0
7387,7319,train,0
7388,3739,train,0
7389,5520,train,0
7390,3184,train,0
7391,7504,train,0
7392,6713,train,0
7393,5805,train,0
7394,9311,train,0
7395,2263,train,0
7396,6074,train,0
7397,6499,train,0
7398,5800,train,0
7399,2396,train,0
7400,2595,train,0
7401,1914,train,0
7402,9557,train,0
7403,8287,train,0
7404,3813,train,0
7405,3327,train,0
7406,2461,train,0
7407,7280,train,0
7408,1746,train,0
7409,7542,train,0
7410,8183,train,0
7411,766,train,0
7412,1599,train,0
7413,5180,train,0
7414,1823,train,0
7415,9564,train,0
7416,8548,train,0
7417,6053,train,0
7418,3207,train,0
7419,6872,train,0
7420,9210,train,0
7421,3985,train,0
7422,7312,train,0
7423,9885,train,0
7424,9097,train,0
7425,9271,train,0
7426,7437,train,0
7427,1734,train,0
7428,64,train,0
7429,4460,train,0
7430,2924,train,0
7431,3105,train,0
7432,5447,train,0
7433,1756,train,0
7434,2206,train,0
7435,9529,train,0
7436,2013,train,0
7437,7023,train,0
7438,437,train,0
7439,7454,train,0
7440,5723,train,0
7441,667,train,0
7442,5034,train,0
7443,6819,train,0
7444,1223,train,0
7445,797,train,0
7446,209,train,0
7447,375,train,0
7448,5348,train,0
7449,1546,train,0
7450,271,train,0
7451,9611,train,0
7452,6989,train,0
7453,3932,train,0
7454,716,train,0
7455,7094,train,0
7456,5009,train,0
7457,2624,train,0
7458,8783,train,0
7459,3302,train,0
7460,6112,train,0
7461,9086,train,0
7462,6061,train,0
7463,7054,train,0
7464,492,train,0
7465,2312,train,0
7466,7905,train,0
7467,1923,train,0
7468,4645,train,0
7469,5917,train,0
7470,2986,train,0
7471,5155,train,0
7472,8734,train,0
7473,7666,train,0
7474,7309,train,0
7475,1055,train,0
7476,2284,train,0
7477,8674,train,0
7478,924,train,0
7479,3191,train,0
7480,6461,train,0
7481,4501,train,0
7482,4475,train,0
7483,2954,train,0
7484,1829,train,0
7485,2261,train,0
7486,8553,train,0
7487,7671,train,0
7488,558,train,0
7489,3645,train,0
7490,8814,train,0
7491,3060,train,0
7492,2846,train,0
7493,5958,train,0
7494,1274,train,0
7495,4546,train,0
7496,5141,train,0
7497,4491,train,0
7498,2690,train,0
7499,6944,train,0
7500,5960,train,0
7501,9632,train,0
7502,6888,train,0
7503,612,train,0
7504,2442,train,0
7505,8974,train,0
7506,4119,train,0
7507,9116,train,0
7508,829,train,0
7509,9918,train,0
7510,3462,train,0
7511,2494,train,0
7512,8930,train,0
7513,4288,train,0
7514,3367,train,0
7515,1334,train,0
7516,6806,train,0
7517,9461,train,0
7518,9950,train,0
7519,2776,train,0
7520,9908,train,0
7521,3044,train,0
7522,9454,train,0
7523,1170,train,0
7524,8295,train,0
7525,3194,train,0
7526,2366,train,0
7527,218,train,0
7528,4598,train,0
7529,7501,train,0
7530,3873,train,0
7531,8092,train,0
7532,5676,train,0
7533,5021,train,0
7534,8676,train,0
7535,7134,train,0
7536,7088,train,0
7537,5944,train,0
7538,8048,train,0
7539,5193,train,0
7540,6584,train,0
7541,5352,train,0
7542,2319,train,0
7543,43,train,0
7544,1344,train,0
7545,7113,train,0
7546,7177,train,0
7547,7111,train,0
7548,2088,train,0
7549,702,train,0
7550,7810,train,0
7551,6089,train,0
7552,7029,train,0
7553,9664,train,0
7554,1759,train,0
7555,3001,train,0
7556,9497,train,0
7557,8045,train,0
7558,3277,train,0
7559,3690,train,0
7560,4996,train,0
7561,6571,train,0
7562,2179,train,0
7563,2898,train,0
7564,6674,train,0
7565,326,train,0
7566,6635,train,0
7567,6521,train,0
7568,811,train,0
7569,5599,train,0
7570,5594,train,0
7571,5024,train,0
7572,9693,train,0
7573,5390,train,0
7574,3633,train,0
7575,6034,train,0
7576,349,train,0
7577,2840,train,0
7578,6717,train,0
7579,9848,train,0
7580,5552,train,0
7581,4872,train,0
7582,8230,train,0
7583,9873,train,0
7584,4977,train,0
7585,184,train,0
7586,2765,train,0
7587,1508,train,0
7588,8004,train,0
7589,2204,train,0
7590,7141,train,0
7591,3099,train,0
7592,1906,train,0
7593,6283,train,0
7594,9856,train,0
7595,3316,train,0
7596,3241,train,0
7597,7602,train,0
7598,2079,train,0
7599,9276,train,0
7600,9792,train,0
7601,2277,train,0
7602,2602,train,0
7603,7076,train,0
7604,8990,train,0
7605,7580,train,0
7606,4027,train,0
7607,1607,train,0
7608,5254,train,0
7609,4857,train,0
7610,5870,train,0
7611,7743,train,0
7612,161,train,0
7613,5906,train,0
7614,2212,train,0
7615,5732,train,0
7616,8057,train,0
7617,7052,train,0
7618,9800,train,0
7619,9313,train,0
7620,9279,train,0
7621,9172,train,0
7622,8193,train,0
7623,4392,train,0
7624,2529,train,0
7625,5463,train,0
7626,3430,train,0
7627,8494,train,0
7628,2149,train,0
7629,8422,train,0
7630,1203,train,0
7631,5291,train,0
7632,9174,train,0
7633,1712,train,0
7634,3106,train,0
7635,2146,train,0
7636,7138,train,0
7637,5003,train,0
7638,6714,train,0
7639,2399,train,0
7640,3147,train,0
7641,7421,train,0
7642,6224,train,0
7643,4324,train,0
7644,6337,train,0
7645,8464,train,0
7646,2984,train,0
7647,7241,train,0
7648,6590,train,0
7649,6651,train,0
7650,4584,train,0
7651,1098,train,0
7652,9688,train,0
7653,4476,train,0
7654,4912,train,0
7655,1738,train,0
7656,4138,train,0
7657,1003,train,0
7658,5835,train,0
7659,276,train,0
7660,5529,train,0
7661,7813,train,0
7662,6639,train,0
7663,8182,train,0
7664,8385,train,0
7665,7587,train,0
7666,3374,train,0
7667,4866,train,0
7668,5884,train,0
7669,6899,train,0
7670,1180,train,0
7671,7537,train,0
7672,5910,train,0
7673,2552,train,0
7674,8199,train,0
7675,8711,train,0
7676,2686,train,0
7677,7415,train,0
7678,1095,train,0
7679,4389,train,0
7680,7747,train,0
7681,5531,train,0
7682,8634,train,0
7683,2542,train,0
7684,7124,train,0
7685,2966,train,0
7686,3020,train,0
7687,7133,train,0
7688,8803,train,0
7689,9382,train,0
7690,5593,train,0
7691,1173,train,0
7692,4445,train,0
7693,4785,train,0
7694,3057,train,0
7695,2107,train,0
7696,4325,train,0
7697,1527,train,0
7698,1987,train,0
7699,2528,train,0
7700,7816,train,0
7701,552,train,0
7702,2669,train,0
7703,7949,train,0
7704,4081,train,0
7705,6372,train,0
7706,9555,train,0
7707,6603,train,0
7708,6763,train,0
7709,7429,train,0
7710,3263,train,0
7711,4029,train,0
7712,2713,train,0
7713,2540,train,0
7714,2658,train,0
7715,9285,train,0
7716,8600,train,0
7717,5988,train,0
7718,8551,train,0
7719,4511,train,0
7720,4385,train,0
7721,6925,train,0
7722,912,train,0
7723,7741,train,0
7724,2548,train,0
7725,7668,train,0
7726,4518,train,0
7727,5392,train,0
7728,9088,train,0
7729,2718,train,0
7730,1207,train,0
7731,8641,train,0
7732,108,train,0
7733,3639,train,0
7734,1710,train,0
7735,8672,train,0
7736,9512,train,0
7737,2532,train,0
7738,8735,train,0
7739,503,train,0
7740,8625,train,0
7741,5165,train,0
7742,1328,train,0
7743,3926,train,0
7744,7467,train,0
7745,4592,train,0
7746,9468,train,0
7747,1414,train,0
7748,9566,train,0
7749,7482,train,0
7750,2710,train,0
7751,1630,train,0
7752,4613,train,0
7753,5143,train,0
7754,8301,train,0
7755,2779,train,0
7756,3974,train,0
7757,7005,train,0
7758,1276,train,0
7759,7540,train,0
7760,9634,train,0
7761,6527,train,0
7762,9224,train,0
7763,6762,train,0
7764,1967,train,0
7765,9861,train,0
7766,8379,train,0
7767,4679,train,0
7768,1318,train,0
7769,7487,train,0
7770,8270,train,0
7771,3918,train,0
7772,9332,train,0
7773,5534,train,0
7774,487,train,0
7775,3063,train,0
7776,9682,train,0
7777,5663,train,0
7778,9409,train,0
7779,4995,train,0
7780,788,train,0
7781,2378,train,0
7782,9299,train,0
7783,2619,train,0
7784,264,train,0
7785,2756,train,0
7786,5618,train,0
7787,8142,train,0
7788,2618,train,0
7789,3823,train,0
7790,393,train,0
7791,373,train,0
7792,9122,train,0
7793,2876,train,0
7794,1832,train,0
7795,3577,train,0
7796,9565,train,0
7797,6535,train,0
7798,6079,train,0
7799,9642,train,0
7800,2560,train,0
7801,5,train,0
7802,7853,train,0
7803,4542,train,0
7804,5956,train,0
7805,7856,train,0
7806,6740,train,0
7807,9414,train,0
7808,7384,train,0
7809,2244,train,0
7810,3214,train,0
7811,8259,train,0
7812,750,train,0
7813,1750,train,0
7814,7292,train,0
7815,3876,train,0
7816,3513,train,0
7817,2025,train,0
7818,613,train,0
7819,4697,train,0
7820,8691,train,0
7821,7425,train,0
7822,2074,train,0
7823,1051,train,0
7824,6434,train,0
7825,4157,train,0
7826,39,train,0
7827,2413,train,0
7828,7018,train,0
7829,7725,train,0
7830,2000,train,0
7831,4105,train,0
7832,398,train,0
7833,3102,train,0
7834,2817,train,0
7835,4192,train,0
7836,7736,train,0
7837,8421,train,0
7838,3837,train,0
7839,9816,train,0
7840,5521,train,0
7841,6838,train,0
7842,69,train,0
7843,911,train,0
7844,5153,train,0
7845,4568,train,0
7846,4299,train,0
7847,8800,train,0
7848,268,train,0
7849,7327,train,0
7850,602,train,0
7851,4606,train,0
7852,9494,train,0
7853,5038,train,0
7854,1525,train,0
7855,5865,train,0
7856,6373,train,0
7857,4522,train,0
7858,2843,train,0
7859,190,train,0
7860,6626,train,0
7861,6332,train,0
7862,9878,train,0
7863,710,train,0
7864,6973,train,0
7865,5682,train,0
7866,8282,train,0
7867,4658,train,0
7868,5559,train,0
7869,6566,train,0
7870,6294,train,0
7871,4469,train,0
7872,7181,train,0
7873,3816,train,0
7874,9858,train,0
7875,1999,train,0
7876,8878,train,0
7877,8243,train,0
7878,3304,train,0
7879,4709,train,0
7880,6139,train,0
7881,1557,train,0
7882,6814,train,0
7883,2308,train,0
7884,6310,train,0
7885,1554,train,0
7886,9143,train,0
7887,8369,train,0
7888,756,train,0
7889,8155,train,0
7890,9056,train,0
7891,3713,train,0
7892,3965,train,0
7893,9790,train,0
7894,3407,train,0
7895,2387,train,0
7896,4965,train,0
7897,8668,train,0
7898,1807,train,0
7899,6396,train,0
7900,199,train,0
7901,3676,train,0
7902,6319,train,0
7903,9929,train,0
7904,1369,train,0
7905,2787,train,0
7906,3265,train,0
7907,1339,train,0
7908,6418,train,0
7909,3983,train,0
7910,1236,train,0
7911,7863,train,0
7912,7964,train,0
7913,309,train,0
7914,8580,train,0
7915,2200,train,0
7916,424,train,0
7917,6919,train,0
7918,6877,train,0
7919,6649,train,0
7920,6581,train,0
7921,917,train,0
7922,2265,train,0
7923,4601,train,0
7924,6203,train,0
7925,4752,train,0
7926,8449,train,0
7927,5335,train,0
7928,5218,train,0
7929,4797,train,0
7930,6159,train,0
7931,4691,train,0
7932,8175,train,0
7933,1854,train,0
7934,6413,train,0
7935,5109,train,0
7936,4635,train,0
7937,1955,train,0
7938,832,train,0
7939,3388,train,0
7940,4823,train,0
7941,2276,train,0
7942,2076,train,0
7943,2656,train,0
7944,5340,train,0
7945,9089,train,0
7946,434,train,0
7947,5327,train,0
7948,4016,train,0
7949,2383,train,0
7950,4815,train,0
7951,7157,train,0
7952,9045,train,0
7953,6843,train,0
7954,8775,train,0
7955,3073,train,0
7956,8264,train,0
7957,2139,train,0
7958,3572,train,0
7959,316,train,0
7960,4727,train,0
7961,252,train,0
7962,943,train,0
7963,9652,train,0
7964,8110,train,0
7965,2725,train,0
7966,3005,train,0
7967,185,train,0
7968,1029,train,0
7969,8138,train,0
7970,843,train,0
7971,3291,train,0
7972,82,train,0
7973,3897,train,0
7974,1271,train,0
7975,401,train,0
7976,5076,train,0
7977,208,train,0
7978,9541,train,0
7979,4272,train,0
7980,3706,train,0
7981,8128,train,0
7982,1573,train,0
7983,2610,train,0
7984,6727,train,0
7985,8127,train,0
7986,1689,train,0
7987,8789,train,0
7988,2703,train,0
7989,7480,train,0
7990,135,train,0
7991,9648,train,0
7992,8268,train,0
7993,2040,train,0
7994,2322,train,0
7995,6000,train,0
7996,6969,train,0
7997,156,train,0
7998,2806,train,0
7999,2663,train,0
0,7649,test,1
1,5199,test,1
2,1681,test,1
3,3599,test,1
4,7451,test,1
5,5563,test,1
6,570,test,1
7,2357,test,1
8,8297,test,1
9,1465,test,1
10,9586,test,1
11,3558,test,1
12,957,test,1
13,1109,test,1
14,1526,test,1
15,6501,test,1
16,2450,test,1
17,2850,test,1
18,3037,test,1
19,9508,test,1
20,4545,test,1
21,6184,test,1
22,8540,test,1
23,7455,test,1
24,7890,test,1
25,139,test,1
26,8041,test,1
27,4218,test,1
28,5114,test,1
29,2642,test,1
30,1341,test,1
31,4383,test,1
32,1242,test,1
33,9469,test,1
34,6385,test,1
35,2994,test,1
36,8389,test,1
37,7782,test,1
38,1498,test,1
39,944,test,1
40,6327,test,1
41,6575,test,1
42,7307,test,1
43,2418,test,1
44,1571,test,1
45,9384,test,1
46,9839,test,1
47,7007,test,1
48,7372,test,1
49,3097,test,1
50,8453,test,1
51,773,test,1
52,4864,test,1
53,4742,test,1
54,376,test,1
55,736,test,1
56,6656,test,1
57,3047,test,1
58,5059,test,1
59,3634,test,1
60,8737,test,1
61,9434,test,1
62,2481,test,1
63,7691,test,1
64,5674,test,1
65,4883,test,1
66,1121,test,1
67,8669,test,1
68,2851,test,1
69,967,test,1
70,823,test,1
71,7221,test,1
72,4377,test,1
73,3648,test,1
74,2589,test,1
75,6312,test,1
76,3145,test,1
77,5201,test,1
78,4922,test,1
79,9926,test,1
80,6783,test,1
81,438,test,1
82,1478,test,1
83,6240,test,1
84,5668,test,1
85,8254,test,1
86,4928,test,1
87,5981,test,1
88,6243,test,1
89,95,test,1
90,7628,test,1
91,9485,test,1
92,9697,test,1
93,5928,test,1
94,4685,test,1
95,1363,test,1
96,8701,test,1
97,17,test,1
98,7171,test,1
99,3814,test,1
100,5989,test,1
101,4812,test,1
102,2289,test,1
103,1760,test,1
104,9973,test,1
105,9256,test,1
106,6739,test,1
107,881,test,1
108,2674,test,1
109,2091,test,1
110,7979,test,1
111,7868,test,1
112,9654,test,1
113,5573,test,1
114,9324,test,1
115,2291,test,1
116,2963,test,1
117,220,test,1
118,5651,test,1
119,8312,test,1
120,3967,test,1
121,4127,test,1
122,4163,test,1
123,2,test,1
124,764,test,1
125,3734,test,1
126,9532,test,1
127,6105,test,1
128,5557,test,1
129,2390,test,1
130,4583,test,1
131,1279,test,1
132,5583,test,1
133,7548,test,1
134,4631,test,1
135,3608,test,1
136,2309,test,1
137,4412,test,1
138,6026,test,1
139,1103,test,1
140,951,test,1
141,4348,test,1
142,1227,test,1
143,2230,test,1
144,3055,test,1
145,2955,test,1
146,6915,test,1
147,9341,test,1
148,9467,test,1
149,4125,test,1
150,9120,test,1
151,7806,test,1
152,125,test,1
153,5775,test,1
154,1146,test,1
155,4603,test,1
156,8818,test,1
157,112,test,1
158,6290,test,1
159,5588,test,1
160,2225,test,1
161,9931,test,1
162,253,test,1
163,8467,test,1
164,9307,test,1
165,3548,test,1
166,4031,test,1
167,4725,test,1
168,9631,test,1
169,860,test,1
170,5716,test,1
171,4310,test,1
172,6911,test,1
173,3224,test,1
174,7945,test,1
175,4420,test,1
176,5699,test,1
177,1149,test,1
178,711,test,1
179,5190,test,1
180,6859,test,1
181,4257,test,1
182,5984,test,1
183,2208,test,1
184,9051,test,1
185,6208,test,1
186,8940,test,1
187,5935,test,1
188,7466,test,1
189,3556,test,1
190,2197,test,1
191,4650,test,1
192,496,test,1
193,2391,test,1
194,4156,test,1
195,4559,test,1
196,5011,test,1
197,42,test,1
198,1731,test,1
199,5397,test,1
200,3910,test,1
201,8747,test,1
202,6660,test,1
203,5468,test,1
204,9819,test,1
205,1206,test,1
206,6151,test,1
207,9296,test,1
208,7402,test,1
209,4743,test,1
210,7102,test,1
211,4672,test,1
212,1073,test,1
213,9192,test,1
214,4258,test,1
215,2749,test,1
216,1292,test,1
217,7717,test,1
218,2447,test,1
219,6174,test,1
220,111,test,1
221,2213,test,1
222,553,test,1
223,8583,test,1
224,6296,test,1
225,3196,test,1
226,6977,test,1
227,4340,test,1
228,6916,test,1
229,6193,test,1
230,4786,test,1
231,3868,test,1
232,3869,test,1
233,7521,test,1
234,927,test,1
235,525,test,1
236,6945,test,1
237,783,test,1
238,8863,test,1
239,2903,test,1
240,2415,test,1
241,2114,test,1
242,6155,test,1
243,3276,test,1
244,6225,test,1
245,9058,test,1
246,9436,test,1
247,1222,test,1
248,3501,test,1
249,9660,test,1
250,3343,test,1
251,7169,test,1
252,4532,test,1
253,3481,test,1
254,9709,test,1
255,4931,test,1
256,9934,test,1
257,395,test,1
258,7204,test,1
259,3937,test,1
260,7921,test,1
261,4534,test,1
262,4967,test,1
263,7874,test,1
264,6357,test,1
265,3581,test,1
266,3809,test,1
267,405,test,1
268,9355,test,1
269,8925,test,1
270,2784,test,1
271,1657,test,1
272,6926,test,1
273,1333,test,1
274,4612,test,1
275,2715,test,1
276,7460,test,1
277,6020,test,1
278,3584,test,1
279,9743,test,1
280,7345,test,1
281,3911,test,1
282,3775,test,1
283,4992,test,1
284,6882,test,1
285,8881,test,1
286,2464,test,1
287,7371,test,1
288,6822,test,1
289,63,test,1
290,9711,test,1
291,9922,test,1
292,5469,test,1
293,8644,test,1
294,9387,test,1
295,6228,test,1
296,9421,test,1
297,9592,test,1
298,9098,test,1
299,5814,test,1
300,680,test,1
301,4384,test,1
302,5405,test,1
303,6951,test,1
304,462,test,1
305,5307,test,1
306,6792,test,1
307,6862,test,1
308,3416,test,1
309,8916,test,1
310,4318,test,1
311,8891,test,1
312,8489,test,1
313,2685,test,1
314,4002,test,1
315,4472,test,1
316,5936,test,1
317,4313,test,1
318,1243,test,1
319,9135,test,1
320,8354,test,1
321,5373,test,1
322,4245,test,1
323,5078,test,1
324,3450,test,1
325,7722,test,1
326,5931,test,1
327,1413,test,1
328,3422,test,1
329,7347,test,1
330,519,test,1
331,8729,test,1
332,6059,test,1
333,3058,test,1
334,8279,test,1
335,6406,test,1
336,4949,test,1
337,8519,test,1
338,5774,test,1
339,3261,test,1
340,5374,test,1
341,340,test,1
342,7728,test,1
343,8232,test,1
344,955,test,1
345,8245,test,1
346,4674,test,1
347,7579,test,1
348,5993,test,1
